en,id
"Yésus then said to the people, ""What kind of wuta can guide the wuta pepadhané? Will they not fall into the wilderness?","Yésus kemudian berkata kepada orang-orang, ""Wuta seperti apakah yang dapat menuntun wuta pepadhané? Tidakkah mereka akan jatuh ke padang gurun?"
"If you are a person who has been born into a nation, you should do what is right, and you should accept what you have been born into, and you should bow down to the lions,","Jika Anda adalah orang yang dilahirkan dalam sebuah bangsa, Anda harus melakukan apa yang benar, dan Anda harus menerima apa yang telah Anda lahirkan, dan Anda harus tunduk pada singa,"
"At that time you will understand that I am in Ramaku and you are in Me, and I am in you.","Pada saat itu kamu akan mengerti bahwa Aku di dalam Ramaku dan kamu di dalam Aku, dan Aku di dalam kamu."
"Pangandikané Abraham: If you don't keep in mind the paseksiné of Moses and the other prophets, you won't be able to be counseled, because the one who counsels is the one who comes from among the dead.""","Pangandikané Abraham: Jika kamu tidak mengingat paseksiné Musa dan nabi-nabi lainnya, kamu tidak akan dapat dinasihati, karena yang menasihati adalah yang datang dari antara orang mati."""
"Utawa kowé padha ora sumurup, yèn para saints akan ngadadilan jagat? Lan menawa pangadilané jagat iku ana ing tanganmu, apa kowé ora saguh ngrampungi prakara-prakara kang rèmèh?","Utawa kowé padha ora sumurup, yèn para saints akan ngadadilan jagat? Lan menawa pangadilané jagat iku ana ing tanganmu, apa kowé ora saguh ngrampungi prakara-prakara kang rèmèh?"
"Sasuwéné acted, the sakabaté all njèrèng jubahé ana ing dalan kangkangkungi.","Sasuwéné acted, the sakabaté all njèrèng jubahé ana ing dalan kangkangkungi."
"Let sawatara dina, sawisé Panjenengané rawuh manèh ing Kapèrnaum, wong-wong wus padha krungu wartanané yèn Panjenengané ana ing dalem.","Let sawatara dina, sawisé Panjenengané rawuh manèh ing Kapèrnaum, wong-wong wus padha krungu wartanané yèn Panjenengané ana ing dalem."
"""Bilai kowé, hé, Torah scholars and Pharisees, the people are lamis, because you close the openings of the Kratoning Swarga tumraping people, because you are not entering and the people who want to enter are blocked. [","""Bilai kowé, hé, para ahli Taurat dan orang-orang Farisi, orang-orang lamis, karena kalian menutup pintu-pintu orang tumraping Kratoning Swarga, karena kalian tidak masuk dan orang-orang yang ingin masuk dihalangi. ["
"Pangandikané Yésus, ""Ngandela marang Aku, hé, wadon, akan tumeka ing waktuuné kowé padah ibadah marang Allah, or ana ing gunung iki, dan iya or ana ing Yérusalèm.","Pangandikané Yésus, ""Ngandela marang Aku, hé, wadon, akan tumeka ing waktuuné kowé padah ibadah marang Allah, or ana ing gunung iki, dan iya or ana ing Yérusalèm."
"Those who sow and those who water are one and the same; each of them will receive the same pituwasé dhéwé-dhéwé, in line with the kangèlané.","Mereka yang menabur dan yang menyiram adalah satu dan sama; masing-masing akan menerima pituwasé dhéwé-dhéwé yang sama, sesuai dengan kangèlané."
"But menawa ora kuwat nyegah napsuné, karebèn padha omah-omah. Awit luwih becik omah-omah tinimbang ngangah-angah marga déning hawa-napsu.","But menawa ora kuwat nyegah napsuné, karebèn padha omah-omah. Awit luwih becik omah-omah tinimbang ngangah-angah marga déning hawa-napsu."
"Yes, that's why, when you didn't feel at home, I asked Timothy to let me know about your practice, because I was worried that you'd become corrupted by the caller and that my efforts would be useless.","Ya, itulah sebabnya, ketika Anda tidak merasa di rumah, saya meminta Timothy untuk memberi tahu saya tentang latihan Anda, karena saya khawatir Anda akan dirusak oleh penelepon dan usaha saya akan sia-sia."
"Panjenengané then said, ""Now that that's the case, Élia comes to you first. But why did you say that you are the son of Manungsa, and that you have to bear the hardships of the end and the hardships of the end?","Panjenengané kemudian berkata, ""Kalau begitu, Élia yang pertama kali datang kepadamu. Tetapi mengapa kamu mengatakan bahwa kamu adalah putra Manungsa, dan bahwa kamu harus menanggung penderitaan akhirat dan penderitaan dunia?"
"Yésus said to the courtier, ""If you don't see the miracle, you are not trustworthy.""","Yésus berkata kepada punggawa itu, ""Jika engkau tidak melihat mukjizat itu, engkau tidak dapat dipercaya."""
"now wis karukunaké ana ing sarira kadagingané Christ sédané means, so that you can meet holy without defects and resik anggonmu kasowanaké ana ing ngarsané.","sekarang sudah karukunaké ana ing sarira kadagingané Kristus sédané artinya, agar kamu bisa bertemu dengan yang suci tanpa cacat dan resik anggonmu kasowanaké ana ing ngarsané."
"The reason for this is that a case of miscarriage of Allah's grace is a repentance that leads to a karahayon that is not bitter, but a case of miscarriage from the universe is a patience.","Alasannya, karena keguguran dari rahmat Allah adalah taubat yang membawa kepada karahayon yang tidak pahit, sedangkan keguguran dari alam semesta adalah kesabaran."
"Every time the spirit strikes the laré, it slams into the siti; the shell falls off, the profit is ruined, and the body becomes old. We have already spoken to your friends, asking them to help us collect the spirit, but we are unable to do so.""","Setiap kali roh itu menyerang laré, roh itu menghantam siti; tempurungnya jatuh, keuntungannya hancur, dan tubuhnya menjadi tua. Kami sudah berbicara dengan teman-temanmu, meminta mereka untuk membantu kami mengumpulkan roh itu, tetapi kami tidak dapat melakukannya."""
"Malaékat kapat proceeded to look up at the kalasangkané, then the saprateloné srengéngé lan saprateloné rembulan tuwin saprateloné lintang katempuh, temah saprateloné iku kabèh padeng dengengeng, lan saprateloné rina ora padhangangang, sarta wenginé iya mangkono uga.","Malaékat kapat proceeded to look up at the kalasangkané, then the saprateloné srengéngé lan saprateloné rembulan tuwin saprateloné lintang katempuh, temah saprateloné iku kabèh padeng dengengeng, lan saprateloné rina ora padhangangang, sarta wenginé iya mangkono uga."
But it is God who gives us the Spirit as a guarantee.,Tetapi Tuhanlah yang memberi kita Roh Kudus sebagai jaminan.
For whoever tries to save his life will lose it; but whoever loses his life because of Me will save it.,"Sebab barangsiapa berusaha menyelamatkan nyawanya, ia akan kehilangan nyawanya, tetapi barangsiapa kehilangan nyawanya karena Aku, ia akan menyelamatkannya."
Pétrus then metu lan nang menangis kelara-lara.,Pétrus then metu lan nang menangis kelara-lara.
"But Allah is the one who gives us clarity, because of the greatness of his love for us,","Tetapi Allah-lah yang memberikan kejelasan kepada kita, karena kebesaran kasih-Nya kepada kita,"
"From there they sailed along the coast, and then to the Regium. Sadly, there was a wind from the left and on the next day they hit Putioli.","Dari sana mereka berlayar di sepanjang pantai, dan kemudian ke Regium. Sayangnya, ada angin dari arah kiri dan keesokan harinya mereka menghantam Putioli."
"Lan manèh Panjenengané iya paring pasemon marang-wong mau, ""There is no person golèk patches kanthi nyuwèk klambi anyar kanggo nambal klambi old. If that were the case, the new one would also be worn, and the old one would not fit.","Lan manèh Panjenengané ya paring pasemon marang-wong mau, ""Tidak ada orang yang golèk tambalan kanthi nyuwèk klambi anyar kanggo nambal klambi lanang. Jika demikian, yang baru juga akan dipakai, dan yang lama tidak akan muat."
"Judas Iscariot, the chief of the sacred hosts, came to the priests, as if he were a guest of your majesty.","Yudas Iskariot, kepala pasukan kudus, datang kepada para imam, seolah-olah dia adalah tamu Yang Mulia."
"Yésus then turned around and said, ""I am your karsa, your birata najism!"" Immediately the leprosy disappeared.","Yésus kemudian berbalik dan berkata, ""Akulah karsa-mu, birata najismu!"" Seketika itu juga penyakit kusta itu hilang."
"So when I do something that is not allowed, it means that I recognize that the Torèt's behavior is good.","Jadi, ketika saya melakukan sesuatu yang tidak diperbolehkan, itu berarti saya mengakui bahwa perilaku Torèt itu baik."
"Because whoever exalts you will be exalted, and whoever exalts you will be exalted.""","Karena barangsiapa yang meninggikan kamu, ia akan ditinggikan, dan barangsiapa yang direndahkan, ia akan direndahkan."""
I have to admit that I'm very insecure about the fact that I'm so rich in such things. Sanadyan mangkono menawa ana wong yang wani ngegung-egungaké sawijining prakara - kandhaku iki ing sajroning kabodhoanku - aku iya wani uga!,I have to admit that I'm very insecure about the fact that I'm so rich in such things. Sanadyan mangkono menawa ana wong yang wani ngegung-egungaké sawijining prakara - kandhaku iki ing sajroning kabodhoanku - aku iya wani uga!
"But if I were to go out into the world and preach to you a gospel that is different from the gospel you have been preaching, that would be a curse!","Tetapi jika aku pergi ke dunia dan memberitakan kepadamu Injil yang berbeda dengan Injil yang telah kamu beritakan, itu akan menjadi kutukan!"
"Sih-palimirma, rahmat lan tentrem-rahayu saka Allah Sang Rama lan saka Yésus Christ, Putrané Sang Rama, akan nunggal klawan kita sroning kayektèn lan katresnan.","Sih-palimirma, rahmat lan tentrem-rahayu saka Allah Sang Rama lan saka Yésus Christ, Putrané Sang Rama, akan nunggal klawan kita sroning kayektèn lan katresnan."
"But Yésus continued to speak to his companions, saying, ""Let your hearts be filled! It's me, don't be afraid!""","Tetapi Yésus terus berbicara kepada teman-temannya, dan berkata, ""Hendaklah hatimu tenang! Ini Aku, jangan takut!"""
"Yésus, together with the pangandelé of the people, said, ""Hé, sadulur, your sins are gone.""","Yésus, bersama dengan para pangandelé rakyat, berkata, ""Hé, sadulur, dosa-dosamu telah lenyap."""
"But if someone were to ask, ""What do you do when a person dies? And what kind of body do you wear?""","Tetapi jika seseorang bertanya, ""Apa yang Anda lakukan ketika seseorang meninggal? Dan jenis jenazah seperti apa yang Anda kenakan?"""
Kajaba iku isih akèh manèh pangumané marang Panjenengané.,Kajaba iku isih akèh manèh pangumané marang Panjenengané.
"Nem dina sawisé iku Yésus ngajak Pétrus lan James sarta Yokanan saduluré, miggah ing gunung kang dhuwur, prelu miyambak.","Nem dina sawisé iku Yésus ngajak Pétrus lan James sarta Yokanan saduluré, miggah ing gunung kang dhuwur, prelu miyambak."
"Awit pamaréntah iku abdiné Allah kanggo kabecikanmu. But if you act on your trophies, you should be afraid, because you will not be able to do so without the pamaréntah breaking the sword. Pamaréntah iku abdiné Allah kanggo malesaké bebenduné Allah tumrap kapa yang padha nindakaké piala.","Awit pamaréntah iku abdiné Allah kanggo kabecikanmu. But if you act on your trophies, you should be afraid, because you will not be able to do so without the pamaréntah breaking the sword. Pamaréntah iku abdiné Allah kanggo malesaké bebenduné Allah tumrap kapa yang padha nindakaké piala."
"When Agrippa and Bèrniké had arrived with all the ceremonial paraphernalia, and when they had arrived at the court house together with the soldiers and the courtiers, Féstus ordered Paul to be brought in.","Ketika Agripa dan Bèrniké telah tiba dengan semua perlengkapan upacara, dan ketika mereka tiba di gedung pengadilan bersama dengan para prajurit dan abdi dalem, Féstus memerintahkan agar Paulus dibawa masuk."
"Now that that's out of the way, please help me to do what I've set out to do: In between us there are a group of people who all have the same realization.","Sekarang, setelah semua itu selesai, tolong bantu saya untuk melakukan apa yang telah saya tetapkan: Di antara kita ada sekelompok orang yang memiliki kesadaran yang sama."
"banjur diuncalaké menyang teleng-palimenganinginging pati, nuli katutup lan ing sandhuwuré disègel, supaya Iblis utawa Sétan iku aja nasaraké para umat manèh, sadurungé ganep sèwu taun mau; sawusé mangkono akan kaeculaké sawatara mangsa.","banjur diuncalaké menyang teleng-palimenganinginging pati, nuli katutup lan ing sandhuwuré disègel, supaya Iblis utawa Sétan iku aja nasaraké para umat manèh, sadurungé ganep sèwu taun mau; sawusé mangkono akan kaeculaké sawatara mangsa."
It's because of our beliefs that we are able to see that God is pleased with our ancestors.,"Karena keyakinan kami, kami dapat melihat bahwa Tuhan berkenan kepada nenek moyang kami."
"Yésus then asked the Torah scholars and the Pharisees, ""Do you keep the Sabbath or not?""","Yésus kemudian bertanya kepada para ahli Taurat dan orang-orang Farisi, ""Apakah kamu memelihara hari Sabat atau tidak?"""
"Because, when you and your opponent are facing the court, you should get along well with the person you want, so that you won't be dealt with by the judge, and the judge will then send you to the pambantuné and the pambantu who will then proceed to block you in the court.","Karena, ketika Anda dan lawan Anda menghadap ke pengadilan, Anda harus bergaul dengan baik dengan orang yang Anda inginkan, sehingga Anda tidak akan ditangani oleh hakim, dan hakim kemudian akan mengirim Anda ke pambantuné dan pambantu yang kemudian akan melanjutkan untuk memblokir Anda di pengadilan."
"Let's all be aware that our ancestor Abraham, who was our ancestor, did not give us the tenths of the booty that we took.","Mari kita semua menyadari bahwa leluhur kita, Abraham, yang merupakan nenek moyang kita, tidak memberikan sepersepuluh dari harta rampasan perang yang kita ambil."
For Pilate in the day of riyaya was obliged to give one person for the people].,Karena Pilatus pada zaman riyaya diwajibkan untuk memberikan satu orang untuk rakyat].
"Awit saka iku mumpung isih ana wewengan, ayo padha gawé becik marang wong kabèh, luwih-luwih marang sadulur-sadulur kita kang nunggal pracaya.","Awit saka iku mumpung isih ana wewengan, ayo padha gawé becik marang wong kabèh, luwih-luwih marang sadulur-sadulur kita kang nunggal pracaya."
"What will we do for them? If God is on our side, who will fight us?","Apa yang akan kita lakukan untuk mereka? Jika Tuhan ada di pihak kita, siapa yang akan melawan kita?"
"The sacabat telu, who knew Élia from Moses, had a conversation with Jésus.","Sacabat telu, yang mengenal Elia dari Musa, bercakap-cakap dengan Yesus."
"Because we understand that angger-anggering Torèt iku sipaté spiritual, but I iki asipat kadagingan, kaedol marang pangwasaning sin.","Because we understand that angger-anggering Torèt iku sipaté spiritual, but I iki asipat kadagingan, kaedol marang pangwasaning sin."
"Yésus marveled at his friends, and said, ""Tumraping mankind iku pancèn mokal, nanging tumraping Allah ora, because tumraping Allah anything can happen.""","Yésus heran dengan teman-temannya, dan berkata, ""Tumraping manusia iku pancèn mokal, nanging tumraping Allah ora, karena tumraping Allah apapun bisa terjadi."""
"To protect all the people who live in the sky and in the sky of the star, as well as to make our elbows turn toward the road of karahayon.""","Untuk melindungi semua orang yang tinggal di langit dan di langit bintang, serta membuat siku kita berbelok ke arah jalan karahayon."""
"By means of my intellect I am aware of God, but by means of my flesh I am aware of sin.","Melalui akal budi saya sadar akan Tuhan, tetapi melalui daging saya sadar akan dosa."
"Rahayu people who are concerned, awit iku will padha kalipur.","Rahayu orang yang prihatin, awit iku bakal padha kalipur."
"At that time, there was a strong breeze from the left side, so the people thought that they would be caught. So they all dropped anchor and set sail very close to Kréta's island.","Pada saat itu, ada angin kencang dari arah kiri, sehingga orang-orang mengira mereka akan tertangkap. Jadi mereka semua membuang sauh dan berlayar sangat dekat dengan pulau Kréta."
"Yésus then said, ""Tentrem-rahayu anaa ing kowé kabèh! Kayadéné Rama anggoné ngutus Aku, mangkono uga saiki Aku ngutus kowé.""","Yésus then said, ""Tentrem-rahayu anaa ing kowé kabèh! Kayadéné Rama anggoné ngutus Aku, mangkono uga saiki Aku ngutus kowé."""
"Even if Panjenenganipun babar pisan mboten mbéda-mbédakaken tiyang-tiyang wau kaliyan kita, as soon as nucèkaken manahipun means pitados.","Even if Panjenenganipun babar pisan mboten mbéda-mbédakaken tiyang-tiyang wau kaliyan kita, as soon as nucèkaken manahipun means pitados."
"These people are eager to become Torèt's audience, but they don't understand their own words and the standard practices that are taught absolutely.","Orang-orang ini sangat ingin menjadi penonton Torèt, tetapi mereka tidak memahami kata-kata mereka sendiri dan praktik-praktik standar yang diajarkan secara mutlak."
All those who remain in Panjenengané's presence are not sinful; all those who remain sinful are ignorant and unaware of Panjenengané's will.,Semua orang yang tetap berada di hadapan Panjenengané tidak berdosa; semua orang yang tetap berdosa adalah orang yang tidak tahu dan tidak menyadari kehendak Panjenengané.
"They are all singing a new song in the midst of the dhampar and in the midst of the four creatures, and there is no one who can sing the song, only those who are one hundred and forty-four years old who are already on the earth.","Mereka semua menyanyikan sebuah lagu baru di tengah-tengah dhampar dan di tengah-tengah empat makhluk, dan tidak ada seorang pun yang dapat menyanyikan lagu tersebut, hanya mereka yang berusia seratus empat puluh empat tahun yang telah berada di bumi."
Wiwit rumiyin ngantos samangké dèrèng naté kepireng bilih wiyang yang saged ngelèkaken mripatipun tiyang ingkuta lair mila.,Wiwit rumiyin ngantos samangké dèrèng naté kepireng bilih wiyang yang saged ngelèkaken mripatipun tiyang ingkuta lair mila.
"Ing kono wong-wong banjong njupuki watu, arep mbenturi Panjenengané; but Panjenengané ngilang, silar Padaleman Suci.","Ing kono wong-wong banjong njupuki watu, arep mbenturi Panjenengané; but Panjenengané ngilang, silar Padaleman Suci."
"His body will be scattered in the lung of the great city, which is the place of Sodom and Egypt, and the place of Gustiné Kasalib.","Tubuhnya akan disebarkan di paru-paru kota besar, yang merupakan tempat Sodom dan Mesir, dan tempat Gustiné Kasalib."
Sawisé ngandika mangkono Paulus banjur jèngkèng lan ndedonga bebarengan karong-wong mau kabèh.,Sawisé ngandika mangkono Paulus banjur jèngkèng lan ndedonga bebarengan karong-wong mau kabèh.
"Yésus, as if on cue, grabbed Pétrus and said, ""Hé, you short-sighted person, what are you doing?""","Yésus, seolah-olah memberi isyarat, meraih Pétrus dan berkata, ""Hé, orang yang rabun, apa yang kamu lakukan?"""
"The priyagung then said to Philip, ""I ask you, who is the prophet that you are talking about? What is your source, or someone else's?""","Priyagung itu kemudian berkata kepada Filipus, ""Aku bertanya kepadamu, siapakah nabi yang kamu bicarakan itu? Apakah sumbernya dari engkau, atau dari orang lain?"""
"If you're a little person, because you're my friend, I'll tell you one thing: you'll definitely have to deal with it.""","Jika Anda adalah orang kecil, karena Anda adalah teman saya, saya akan memberi tahu Anda satu hal: Anda pasti harus menghadapinya."""
"This is because people do not understand the true nature of God's work, and they do not understand what is true of God.","Ini karena manusia tidak memahami natur sejati pekerjaan Tuhan, dan mereka tidak memahami apa yang benar tentang Tuhan."
"""Satemené saya pitutur marang kowé: Anyone who enters a house or doesn't get out of the house, but goes into the house, is a thief and a robber;","""Satemené aku pitutur marang kowé: Siapa pun yang masuk ke dalam rumah atau tidak keluar dari rumah, tetapi masuk ke dalam rumah, adalah pencuri dan perampok;"
"Panjenengané then misah dohé about sapambalang watu, nuli jèngkèng ndedonga, aturé,","Panjenengané then misah dohé about sapambalang watu, nuli jèngkèng ndedonga, aturé,"
"And because of that, the Jews were eager to persecute Jésus, because he had done so on the Sabbath day.","Dan karena itu, orang-orang Yahudi ingin sekali menganiaya Yesus, karena Ia melakukannya pada hari Sabat."
"Yes, that's what drove me to want to preach the gospel to those of you who were living in Rome.","Ya, itulah yang mendorong saya untuk ingin memberitakan Injil kepada Anda yang tinggal di Roma."
"Pétrus then pointed to Panjenengané, ""Pasemon punika mugi Panjenengan terangaken.""","Pétrus then pointed to Panjenengané, ""Pasemon punika mugi Panjenengan terangaken."""
"Bangsa iki anggoné ngluhuraké Ingsun kanthi lambéné, déné atiné adoh karo Ingsun.","Bangsa iki anggoné ngluhuraké Ingsun kanthi lambéné, déné atiné adoh karo Ingsun."
"In that case, I was the first to ask Gusti for forgiveness, so that the devil would get rid of me.","Dalam hal ini, saya adalah orang pertama yang meminta maaf kepada Gusti, agar setan itu pergi dari diri saya."
Glagah kang pepes ora akan dikethok lan uceng-uceng kang urubé melik-melik ora dipatèni nganti Panjenengané wus ndadèkaké menangé kabeneran.,Glagah kang pepes ora akan dikethok lan uceng-uceng kang urubé melik-melik ora dipatèni nganti Panjenengané wus ndadèkaké menangé kabeneran.
Ingsun pirsa sakèhing panggawénira: sira iku or adhem lan or panas. Saiba beciké saupama sira adhem ut panas.,Ingsun pirsa sakèhing panggawénira: sira iku or adhem lan or panas. Saiba beciké saupama sira adhem ut panas.
"After leaving, Yésus then bowed to the earth and prayed that if possible, the time would come from Panjenengané,","Setelah pergi, Yésus kemudian bersujud ke bumi dan berdoa agar jika memungkinkan, waktunya akan datang dari Panjenengané,"
"But the one who repents to Gusti, the lid is then removed.","Tetapi orang yang bertobat kepada Gusti, tutupnya akan dibuka."
"pangandikané: ""Have you always been told to just go back for the sake of Jeneng kuwi? But in fact, Yérusalèm has already learned your lesson, and you are glad that you did not have to give me Wong's blessing.""","pangandikané: ""Apa kamu selalu disuruh kembali saja demi Jeneng kuwi? Tapi nyatanya, Yérusalèm sudah mendapat pelajaran, dan kamu senang karena tidak perlu memberi restu kepada Wong."""
"Ésuké, at the end of the day, the priests and Pharisees gathered in Pilate's court.","Ésuké, pada akhirnya, para imam dan orang-orang Farisi berkumpul di pengadilan Pilatus."
Your kasugihan wis dilapidated and your sandhangan wis dipangan renget.,Your kasugihan wis dilapidated and your sandhangan wis dipangan renget.
"It is well known that this person is a pès, a person who causes chaos among the Jewish people, and a person who is one of the leaders of the Christian sect.","Diketahui bahwa orang ini adalah seorang pès, orang yang menyebabkan kekacauan di antara orang-orang Yahudi, dan orang yang merupakan salah satu pemimpin sekte Kristen."
"kayadéné Sang Rama anggoné tepang marang Aku sarta Aku wanuh marang Sang Rama, sarta Aku ngetohaké nyaaku kanggo wedhus-wedhusku.","kayadéné Sang Rama anggoné tepang marang Aku sarta Aku wanuh marang Sang Rama, sarta Aku ngetohaké nyaaku kanggo wedhus-wedhusku."
"Maling iku tekané mung arep nyolong lan matèni sarta nyirnakaké; I iki teka supaya wedhus-wedhus padha duwé uripé, lan uripé iku kanthi kalubéran.","Maling iku tekané mung arep nyolong lan matèni sarta nyirnakaké; I iki teka supaya wedhus-wedhus padha duwé uripé, lan uripé iku kanthi kalubéran."
I'm so happy that I'm able to complete my salawas-lawasé! Amen.,Saya sangat senang bisa menyelesaikan salawas-lawasé saya! Amin.
"If I can nurture a sense of honor in the hearts of the Sadulurku tunggal bangsa miturut daging, and be able to nylametaké mawatara wong panunggalané wong-wong iku.","Jika saya dapat memupuk rasa kehormatan di hati para Sadulurku tunggal bangsa miturut daging, dan mampu nylametaké mawatara wong panunggalané wong-wong iku."
"Wong wadon iki tedhak-turuné Abraham mangka wus wolulas tahun lamaé kabanda déning Satan, apa or prelu diuculi bandané ing dina Sabbath?""","Wong wadon iki tedhak-turuné Abraham mangka wus wolulas tahun lamaé kabanda déning Satan, apa or prelu diuculi bandané ing dina Sabbath?"""
Pawarta bab Panjenengané iku banjur spread press ing ngendi-endi ing wilayah kono.,Pawarta bab Panjenengané iku banjur spread press ing ngendi-endi ing wilayah kono.
"When the officer heard about Yésus, he went to the court of the Jews and asked Panjenengané to come and see the chimney.","Ketika perwira itu mendengar tentang Yésus, ia pergi ke istana orang Yahudi dan meminta Panjenengané untuk datang dan melihat cerobong asap."
"The God of Abraham, Isaac and Jacob, the God of our ancestors, has already begun to bless his son, namely Jesus, whom you rejected in Pilate's court, so Pilate decided that you should be released.","Allah Abraham, Ishak dan Yakub, Allah nenek moyang kita, sudah mulai memberkati anak-Nya, yaitu Yesus, yang kamu tolak di pengadilan Pilatus, sehingga Pilatus memutuskan bahwa kamu harus dibebaskan."
"And when the blessing came, Panjenengané then nilar the students and partners to the swarga.","Dan ketika restu datang, Panjenengané kemudian mengantar para siswa dan rekan-rekannya ke swarga."
"All the wadya-bala ing swarga shared the action, and all rode white jarans and wore fine white mori alus kang memplaké.","Semua wadya-bala ing swarga turut serta dalam aksi tersebut, dan semuanya mengendarai jaran putih dan mengenakan kain mori alus kang memplaké."
"lan kabuktèn anggoné wis nindaké panggawé becik, kayata: Nggulawenthah anak, dhemen awèh pamondhokan, ngwisuhi sikilé para Sadulur tunggal pracaya, nulungi wong yang uripé kesrakat, cekaké yang tansah mrelokaké nindakaké sarupaning panggawé becik.","lan kabuktèn anggoné wis nindaké panggawé becik, kayata: Nggulawenthah anak, dhemen awèh pamondhokan, ngwisuhi sikilé para Sadulur tunggal pracaya, nulungi wong yang uripé kesrakat, cekaké yang tansah mrelokaké nindakaké sarupaning panggawé becik."
"The stars in the sky are falling down to the earth, like the raw grass falling down when it is blown by a strong wind.","Bintang-bintang di langit berjatuhan ke bumi, seperti rumput mentah yang jatuh ketika ditiup angin kencang."
"Whoever eats my meat and drinks my juice has a lasting life, and I am the one who will take care of them on the day of the end of time.","Barangsiapa makan daging-Ku dan minum air-Ku, ia akan hidup kekal, dan Akulah yang akan memelihara mereka pada hari kiamat."
"Satemené saya pitutur marang kowé: I will not drink any more wine, until the next day when I will drink a new wine in the palace of God.""","Satemené aku pitutur marang kowé: Saya tidak akan minum anggur lagi, sampai keesokan harinya ketika saya akan minum anggur baru di istana Allah."""
"At the same time, there were people who came to the parlor of Jesus to tell him about the Galilaeans who had collected the sap from Pilate, the sap being mixed with the sacrificial sap that was being offered to the people.","Pada saat yang sama, ada orang yang datang ke ruang tamu Yesus untuk memberi tahu-Nya tentang orang-orang Galilea yang telah mengumpulkan getah dari Pilatus, getah yang dicampur dengan getah kurban yang dipersembahkan kepada orang-orang."
"drengki, endem-endeman, ropyan-ropyan and so on. Tumrap sakabèhé iku kowé dakélingaké - kaya kang wus daktaké biyèn - menapa who nindaké bababèhé kaya mangkono iku, ora akan tampa inheritance Kratoning Allah.","drengki, endem-endeman, ropyan-ropyan and so on. Tumrap sakabèhé iku kowé dakélingaké - kaya kang wus daktaké biyèn - menapa who nindaké bababèhé kaya mangkono iku, ora akan tampa inheritance Kratoning Allah."
"Tumuli people were filled with the Holy Spirit and then began to use other languages, such as those offered by the Spirit, so that you could understand.","Orang-orang Tumuli dipenuhi dengan Roh Kudus dan kemudian mulai menggunakan bahasa lain, seperti bahasa yang ditawarkan oleh Roh Kudus, sehingga Anda dapat mengerti."
"I then saw the malaékat jumeneng in the sky, and, speaking in a loud voice to the sakèhing manuk kang mabur in the clouds, said, ""Mrénéa, let's meet in the bujanané of Allah, the great bujana.","Kemudian saya melihat malaékat jumeneng di angkasa, dan dengan suara lantang berkata kepada sakèhing manuk kang mabur di awan-awan, ""Mrénéa, marilah kita bertemu di bujanané Allah, bujana agung."
"But then I look up to Allah, you are forewarned of the dangers of death, for you do not want me to be saved by the dangers of death.","Tetapi kemudian aku memohon kepada Allah, Engkau telah memperingatkan aku akan bahaya kematian, karena Engkau tidak ingin aku diselamatkan oleh bahaya kematian."
"When I was sharing the gospel of Christ with you, I didn't pass through the territory of my church, as if I hadn't reached your church.","Ketika saya membagikan Injil Kristus kepada Anda, saya tidak melewati wilayah gereja saya, seolah-olah saya belum mencapai gereja Anda."
"Whoever utters a word against Putraning Manungsa will be rewarded, but whoever sings to the Holy Spirit will not be rewarded.","Siapa pun yang mengucapkan sepatah kata pun yang menentang Putraning Manungsa akan diberi ganjaran, tetapi siapa pun yang bernyanyi untuk Roh Kudus tidak akan diberi ganjaran."
"We have already meditated on Your asma to the people whom You have given to us from the universe. Those who are in Paduka's good graces and whom Paduka has given to the King, and those who are willing to accept Your commands.","Kami telah merenungkan asma-Mu kepada orang-orang yang telah Engkau berikan kepada kami dari alam semesta. Mereka yang berada dalam rahmat baik Paduka dan yang telah Paduka berikan kepada Raja, dan mereka yang bersedia menerima perintah-perintah-Mu."
"Kang rawuhé saka ing ngaluhur iku ngungkuli sakabèhé, kang pinangkané saka ing bumi iku iya saka ing bumi, lan rembugugé iya tumrap prakara-prakara yang ana ing bumi. Kang rawuhé saka ing swarga iku ngungkuli sakabèhé.","Kang rawuhé saka ing ngaluhur iku ngungkuli sakabèhé, kang pinangkané saka ing bumi iku iya saka ing bumi, lan rembugugé iya tumrap prakara-prakara yang ana ing bumi. Kang rawuhé saka ing swarga iku ngungkuli sakabèhé."
"And sadhéngah apa koktindakaké kalawan tembung utawa kalawan panggawé, iku kabèh lakonana ing asmané Yésus, kanthi saos sokur marang Allah, Rama kita lumantar Panjenengané.","And sadhéngah apa koktindakaké kalawan tembung utawa kalawan panggawé, iku kabèh lakonana ing asmané Yésus, kanthi saos sokur marang Allah, Rama kita lumantar Panjenengané."
"Please remember, so that there will only be people who are lazy to use the trophy, but you will always be able to use it for good, for your pepadham and for others.","Harap diingat, agar tidak ada orang yang malas menggunakan piala tersebut, tetapi Anda akan selalu dapat menggunakannya untuk kebaikan, untuk pepadham Anda dan orang lain."
"So that you will be mindful of the guidance that was given to you by the holy prophets, as well as the message of Gusti lan Juru-wilujeng, because of your messengers to you.","Agar kalian selalu ingat akan tuntunan yang telah diberikan kepada kalian oleh para nabi suci, serta pesan dari Gusti lan Juru-wilujeng, melalui para utusan-Nya kepada kalian."
